FuelOilTypeIDCode,Amount
HFO,202.7
MGOLS,374.9
LSFO,0
MGO,0
MDO,0
MDO,0
MGO,0
MGOLS,371.2
LSFO,0
MDOLS,0
HFO,202.7
VLSFO,0
LSFO,0
MDOLS,0
MGOLS,367.5
MGO,0
MDO,0
HFO,202.7
VLSFO,0
MGO,0
HFO,202.7
VLSFO,0
MDO,0
MGOLS,364
MDOLS,0
LSFO,0
MGOLS,360.6
LSFO,0
HFO,202.7
MGO,0
VLSFO,0
MDO,0
MDOLS,0
MDOLS,0
MGO,0
MGOLS,357.3
MDO,0
VLSFO,0
LSFO,0
HFO,202.7
MDO,0
VLSFO,0
MGO,0
MGOLS,354.2
LSFO,0
HFO,202.7
MDOLS,0
MDOLS,0
HFO,202.7
MDO,0
MGOLS,351
LSFO,0
MGO,0
VLSFO,0
MDO,0
LSFO,0
MDOLS,0
MGO,0
VLSFO,0
HFO,202.7
MGOLS,347.9
VLSFO,0
MDO,0
MDOLS,0
LSFO,0
HFO,202.7
MGO,0
MGOLS,344.9
MDOLS,0
MGO,0
HFO,202.7
VLSFO,0
LSFO,0
MDO,0
MGOLS,341.8
VLSFO,0
MDO,0
MGOLS,338.7
HFO,202.7
MGO,0
MDOLS,0
LSFO,0
VLSFO,0
MGO,0
MDO,0
HFO,202.7
MDOLS,0
LSFO,0
MGOLS,334.3
HFO,202.7
MGOLS,333.4
VLSFO,0
MDOLS,0
MGO,0
LSFO,0
MDO,0
VLSFO,0
LSFO,0
MGO,0
HFO,202.7
MDO,0
MDOLS,0
MGOLS,330
MGO,0
LSFO,0
HFO,202.7
VLSFO,0
MGOLS,325.1
MDO,0
MDOLS,0
MDO,0
MDOLS,0
MGOLS,320.2
HFO,202.6
MGO,0
LSFO,0
VLSFO,0
MDOLS,0
VLSFO,0
MGO,0
HFO,202.7
MGOLS,315.9
LSFO,0
MDO,0
MGO,0
LSFO,0
MGOLS,315.6
VLSFO,0
MDO,0
HFO,202.7
MDOLS,0
VLSFO,0
MGOLS,315
MGO,0
MDOLS,0
LSFO,0
MDO,0
HFO,202.7
HFO,202.7
MGOLS,293.4
VLSFO,0
MGO,0
MDO,0
LSFO,0
MDOLS,0
MGO,0
HFO,202.7
MDOLS,0
MGOLS,277.5
LSFO,0
MDO,0
VLSFO,0
MGO,0
LSFO,0
HFO,202.7
MDO,0
VLSFO,0
MDOLS,0
MGOLS,269.2
HFO,202.6
LSFO,0
VLSFO,0
MDO,0
MDOLS,0
MGO,0
MGOLS,268.9
LSFO,0
MGOLS,264.8
MDOLS,0
MGO,0
MDO,0
VLSFO,0
HFO,202.7
VLSFO,0
LSFO,0
MDO,0
HFO,202.7
MGO,0
MDOLS,0
MGOLS,261.6
MGO,0
LSFO,0
MGOLS,260.4
MDOLS,0
MDO,0
HFO,202.7
VLSFO,0
MDOLS,0
MGO,0
LSFO,0
HFO,202.7
MDO,0
VLSFO,0
MGOLS,257.6
MGOLS,256.3
VLSFO,0
MGO,0
LSFO,0
MDOLS,0
HFO,180.3
MDO,0
HFO,166.6
MGOLS,256.3
MDOLS,0
VLSFO,0
MGO,0
MDO,0
LSFO,0
VLSFO,0
MGOLS,256.3
MDOLS,0
HFO,149.8
MGO,0
LSFO,0
MDO,0
VLSFO,0
LSFO,0
MDOLS,0
MDO,0
MGO,0
HFO,149
MGOLS,256.3
MDO,0
MGO,0
HFO,306.3
MDOLS,0
VLSFO,650
LSFO,0
MGOLS,258.4
VLSFO,650
MDO,0
LSFO,0
MGO,0
MDOLS,0
MGOLS,258.4
HFO,305.4
HFO,281.2
MDOLS,0
MGOLS,258.4
LSFO,0
MDO,0
VLSFO,650
MGO,0
VLSFO,650
HFO,253.2
MDO,0
MGO,0
LSFO,0
MGOLS,258.4
MDOLS,0
HFO,249.1
MGOLS,258.4
MDO,0
MDOLS,0
MGO,0
VLSFO,650
LSFO,0
MDO,0
MGO,0
MDOLS,0
MGOLS,258.4
HFO,246.9
LSFO,0
VLSFO,650
HFO,246.3
VLSFO,650
LSFO,0
MDO,0
MGO,0
MDOLS,0
MGOLS,258.4
HFO,245.4
MGO,0
VLSFO,650
MDO,0
MDOLS,0
MGOLS,258.4
LSFO,0
VLSFO,650
MDOLS,0
MDO,0
LSFO,0
MGO,0
MGOLS,258.4
HFO,240.1
LSFO,0
VLSFO,650
MDOLS,0
MDO,0
MGOLS,258.4
HFO,237
MGO,0
MDOLS,0
HFO,236.4
VLSFO,650
LSFO,0
MDO,0
MGOLS,258.4
MGO,0
LSFO,0
VLSFO,650
MGOLS,258.4
HFO,231.1
MDO,0
MDOLS,0
MGO,0
VLSFO,650
MDOLS,0
MGO,0
HFO,201.1
LSFO,0
MDO,0
MGOLS,258.4
HFO,171.6
MDO,0
MGOLS,258.4
VLSFO,650
MDOLS,0
MGO,0
LSFO,0
MDOLS,0
MDO,0
LSFO,0
MGOLS,258.4
HFO,141.6
VLSFO,650
MGO,0
HFO,112.1
MDO,0
MDOLS,0
MGO,0
VLSFO,650
MGOLS,258.4
LSFO,0
MDO,0
MDOLS,0
HFO,82.1
LSFO,0
MGOLS,258.4
MGO,0
VLSFO,650
VLSFO,650
MGO,0
MGOLS,258.4
MDOLS,0
LSFO,0
HFO,52.7
MDO,0
VLSFO,650
LSFO,0
MDO,0
MGOLS,258.4
HFO,22.7
MGO,0
MDOLS,0
MDO,0
MGOLS,258.4
HFO,5.7
MDOLS,0
VLSFO,635.5
MGO,0
LSFO,0
MDO,0
MGOLS,258.4
HFO,5.7
LSFO,0
MGO,0
MDOLS,0
VLSFO,607.5
LSFO,0
VLSFO,577.6
MDOLS,0
HFO,5.7
MGOLS,258.4
MGO,0
MDO,0
HFO,5.7
VLSFO,553.2
MDOLS,0
MGO,0
LSFO,0
MGOLS,258.4
MDO,0
MGOLS,258.4
LSFO,0
VLSFO,523.4
MGO,0
HFO,5.7
MDOLS,0
MDO,0
HFO,5.7
MDO,0
VLSFO,494.4
MDOLS,0
LSFO,0
MGOLS,258.4
MGO,0
MGOLS,258.4
LSFO,0
MGO,0
MDOLS,0
MDO,0
HFO,5.7
VLSFO,464.6
MGOLS,258.4
VLSFO,436.6
LSFO,0
MGO,0
MDO,0
HFO,5.7
MDOLS,0
MDO,0
MDOLS,0
LSFO,0
MGOLS,258.4
MGO,0
HFO,5.7
VLSFO,409.3
